case_id,ensemble_member,member_type,issue_time,s2s_hdate,model_version_date,split,source_grib_uri,rzsm_source_cube,lag_1d_date,lag_7d_date,lag_14d_date,target_w1_date,target_w2_date,target_w3_date,target_w4_date,preprocessing_version,grid_version,A0_contract_version,status,case_tensor_checksum
CASE_20150212_W05,8,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,9,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,10,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150219_W06,0,CF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_cf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,1,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,2,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,3,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,4,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,5,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,6,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,7,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,8,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,9,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150219_W06,10,PF,2015-02-19,2015-02-19,2024-02-19,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-19/s2s_pf_2015-02-19.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-18,2015-02-12,2015-02-05,2015-02-25,2015-03-04,2015-03-11,2015-03-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,3280f3cff612627adee95151803b64639b45d131dd4f00e25a0f497ea9bb6bce
CASE_20150226_W07,0,CF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_cf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,1,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,2,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,3,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,4,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,5,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,6,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,7,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,8,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,9,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150226_W07,10,PF,2015-02-26,2015-02-26,2024-02-26,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-26/s2s_pf_2015-02-26.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-25,2015-02-19,2015-02-12,2015-03-04,2015-03-11,2015-03-18,2015-03-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,7e6f5d54faac1d54fa08bcda4df6b420fb275e474a53d499c941c66252dcc653
CASE_20150304_W08,0,CF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_cf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,1,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,2,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,3,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,4,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,5,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,6,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,7,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,8,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,9,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
CASE_20150304_W08,10,PF,2015-03-04,2015-03-04,2024-03-04,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-03-04/s2s_pf_2015-03-04.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-03-03,2015-02-25,2015-02-18,2015-03-10,2015-03-17,2015-03-24,2015-03-31,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,ac0e8d5837b30b366363210d97b1fa8f8f7eafa36c2ada0b22cf218c0c91269c
