case_id,cycle_index,issue_date,operational_run_date,operational_weekday,hindcast_weekday,split,lag_1d_date,lag_7d_date,lag_14d_date,target_w1_date,target_w2_date,target_w3_date,target_w4_date,antecedent_rzsm_available,future_target_rzsm_available,era5_atmospheric_available,s2s_available,usable_status,notes
CASE_20161028_0192,192,2016-10-28,2024-10-28,Monday,Friday,TRAIN,2016-10-27,2016-10-21,2016-10-14,2016-11-03,2016-11-10,2016-11-17,2016-11-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161031_0193,193,2016-10-31,2024-10-31,Thursday,Monday,TRAIN,2016-10-30,2016-10-24,2016-10-17,2016-11-06,2016-11-13,2016-11-20,2016-11-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161104_0194,194,2016-11-04,2024-11-04,Monday,Friday,TRAIN,2016-11-03,2016-10-28,2016-10-21,2016-11-10,2016-11-17,2016-11-24,2016-12-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161107_0195,195,2016-11-07,2024-11-07,Thursday,Monday,TRAIN,2016-11-06,2016-10-31,2016-10-24,2016-11-13,2016-11-20,2016-11-27,2016-12-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161111_0196,196,2016-11-11,2024-11-11,Monday,Friday,TRAIN,2016-11-10,2016-11-04,2016-10-28,2016-11-17,2016-11-24,2016-12-01,2016-12-08,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161114_0197,197,2016-11-14,2024-11-14,Thursday,Monday,TRAIN,2016-11-13,2016-11-07,2016-10-31,2016-11-20,2016-11-27,2016-12-04,2016-12-11,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20161118_0198,198,2016-11-18,2024-11-18,Monday,Friday,TRAIN,2016-11-17,2016-11-11,2016-11-04,2016-11-24,2016-12-01,2016-12-08,2016-12-15,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20161121_0199,199,2016-11-21,2024-11-21,Thursday,Monday,TRAIN,2016-11-20,2016-11-14,2016-11-07,2016-11-27,2016-12-04,2016-12-11,2016-12-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161125_0200,200,2016-11-25,2024-11-25,Monday,Friday,TRAIN,2016-11-24,2016-11-18,2016-11-11,2016-12-01,2016-12-08,2016-12-15,2016-12-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161128_0201,201,2016-11-28,2024-11-28,Thursday,Monday,TRAIN,2016-11-27,2016-11-21,2016-11-14,2016-12-04,2016-12-11,2016-12-18,2016-12-25,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20161202_0202,202,2016-12-02,2024-12-02,Monday,Friday,TRAIN,2016-12-01,2016-11-25,2016-11-18,2016-12-08,2016-12-15,2016-12-22,2016-12-29,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20161205_0203,203,2016-12-05,2024-12-05,Thursday,Monday,TRAIN,2016-12-04,2016-11-28,2016-11-21,2016-12-11,2016-12-18,2016-12-25,2017-01-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161209_0204,204,2016-12-09,2024-12-09,Monday,Friday,TRAIN,2016-12-08,2016-12-02,2016-11-25,2016-12-15,2016-12-22,2016-12-29,2017-01-05,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161212_0205,205,2016-12-12,2024-12-12,Thursday,Monday,TRAIN,2016-12-11,2016-12-05,2016-11-28,2016-12-18,2016-12-25,2017-01-01,2017-01-08,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20161216_0206,206,2016-12-16,2024-12-16,Monday,Friday,TRAIN,2016-12-15,2016-12-09,2016-12-02,2016-12-22,2016-12-29,2017-01-05,2017-01-12,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20161219_0207,207,2016-12-19,2024-12-19,Thursday,Monday,TRAIN,2016-12-18,2016-12-12,2016-12-05,2016-12-25,2017-01-01,2017-01-08,2017-01-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161223_0208,208,2016-12-23,2024-12-23,Monday,Friday,TRAIN,2016-12-22,2016-12-16,2016-12-09,2016-12-29,2017-01-05,2017-01-12,2017-01-19,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20161226_0209,209,2016-12-26,2024-12-26,Thursday,Monday,TRAIN,2016-12-25,2016-12-19,2016-12-12,2017-01-01,2017-01-08,2017-01-15,2017-01-22,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20161230_0210,210,2016-12-30,2024-12-30,Monday,Friday,TRAIN,2016-12-29,2016-12-23,2016-12-16,2017-01-05,2017-01-12,2017-01-19,2017-01-26,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20170101_0211,211,2017-01-01,2024-01-01,Monday,Sunday,TRAIN,2016-12-31,2016-12-25,2016-12-18,2017-01-07,2017-01-14,2017-01-21,2017-01-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170104_0212,212,2017-01-04,2024-01-04,Thursday,Wednesday,TRAIN,2017-01-03,2016-12-28,2016-12-21,2017-01-10,2017-01-17,2017-01-24,2017-01-31,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170108_0213,213,2017-01-08,2024-01-08,Monday,Sunday,TRAIN,2017-01-07,2017-01-01,2016-12-25,2017-01-14,2017-01-21,2017-01-28,2017-02-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170111_0214,214,2017-01-11,2024-01-11,Thursday,Wednesday,TRAIN,2017-01-10,2017-01-04,2016-12-28,2017-01-17,2017-01-24,2017-01-31,2017-02-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170115_0215,215,2017-01-15,2024-01-15,Monday,Sunday,TRAIN,2017-01-14,2017-01-08,2017-01-01,2017-01-21,2017-01-28,2017-02-04,2017-02-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170118_0216,216,2017-01-18,2024-01-18,Thursday,Wednesday,TRAIN,2017-01-17,2017-01-11,2017-01-04,2017-01-24,2017-01-31,2017-02-07,2017-02-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170122_0217,217,2017-01-22,2024-01-22,Monday,Sunday,TRAIN,2017-01-21,2017-01-15,2017-01-08,2017-01-28,2017-02-04,2017-02-11,2017-02-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170125_0218,218,2017-01-25,2024-01-25,Thursday,Wednesday,TRAIN,2017-01-24,2017-01-18,2017-01-11,2017-01-31,2017-02-07,2017-02-14,2017-02-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170129_0219,219,2017-01-29,2024-01-29,Monday,Sunday,TRAIN,2017-01-28,2017-01-22,2017-01-15,2017-02-04,2017-02-11,2017-02-18,2017-02-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170201_0220,220,2017-02-01,2024-02-01,Thursday,Wednesday,TRAIN,2017-01-31,2017-01-25,2017-01-18,2017-02-07,2017-02-14,2017-02-21,2017-02-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170205_0221,221,2017-02-05,2024-02-05,Monday,Sunday,TRAIN,2017-02-04,2017-01-29,2017-01-22,2017-02-11,2017-02-18,2017-02-25,2017-03-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170208_0222,222,2017-02-08,2024-02-08,Thursday,Wednesday,TRAIN,2017-02-07,2017-02-01,2017-01-25,2017-02-14,2017-02-21,2017-02-28,2017-03-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170212_0223,223,2017-02-12,2024-02-12,Monday,Sunday,TRAIN,2017-02-11,2017-02-05,2017-01-29,2017-02-18,2017-02-25,2017-03-04,2017-03-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170215_0224,224,2017-02-15,2024-02-15,Thursday,Wednesday,TRAIN,2017-02-14,2017-02-08,2017-02-01,2017-02-21,2017-02-28,2017-03-07,2017-03-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170219_0225,225,2017-02-19,2024-02-19,Monday,Sunday,TRAIN,2017-02-18,2017-02-12,2017-02-05,2017-02-25,2017-03-04,2017-03-11,2017-03-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170222_0226,226,2017-02-22,2024-02-22,Thursday,Wednesday,TRAIN,2017-02-21,2017-02-15,2017-02-08,2017-02-28,2017-03-07,2017-03-14,2017-03-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170226_0227,227,2017-02-26,2024-02-26,Monday,Sunday,TRAIN,2017-02-25,2017-02-19,2017-02-12,2017-03-04,2017-03-11,2017-03-18,2017-03-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170228_0228,228,2017-02-28,2024-02-29,Thursday,Tuesday,TRAIN,2017-02-27,2017-02-21,2017-02-14,2017-03-06,2017-03-13,2017-03-20,2017-03-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170304_0229,229,2017-03-04,2024-03-04,Monday,Saturday,TRAIN,2017-03-03,2017-02-25,2017-02-18,2017-03-10,2017-03-17,2017-03-24,2017-03-31,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170307_0230,230,2017-03-07,2024-03-07,Thursday,Tuesday,TRAIN,2017-03-06,2017-02-28,2017-02-21,2017-03-13,2017-03-20,2017-03-27,2017-04-03,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170311_0231,231,2017-03-11,2024-03-11,Monday,Saturday,TRAIN,2017-03-10,2017-03-04,2017-02-25,2017-03-17,2017-03-24,2017-03-31,2017-04-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170314_0232,232,2017-03-14,2024-03-14,Thursday,Tuesday,TRAIN,2017-03-13,2017-03-07,2017-02-28,2017-03-20,2017-03-27,2017-04-03,2017-04-10,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170318_0233,233,2017-03-18,2024-03-18,Monday,Saturday,TRAIN,2017-03-17,2017-03-11,2017-03-04,2017-03-24,2017-03-31,2017-04-07,2017-04-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170321_0234,234,2017-03-21,2024-03-21,Thursday,Tuesday,TRAIN,2017-03-20,2017-03-14,2017-03-07,2017-03-27,2017-04-03,2017-04-10,2017-04-17,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170325_0235,235,2017-03-25,2024-03-25,Monday,Saturday,TRAIN,2017-03-24,2017-03-18,2017-03-11,2017-03-31,2017-04-07,2017-04-14,2017-04-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170328_0236,236,2017-03-28,2024-03-28,Thursday,Tuesday,TRAIN,2017-03-27,2017-03-21,2017-03-14,2017-04-03,2017-04-10,2017-04-17,2017-04-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170401_0237,237,2017-04-01,2024-04-01,Monday,Saturday,TRAIN,2017-03-31,2017-03-25,2017-03-18,2017-04-07,2017-04-14,2017-04-21,2017-04-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170404_0238,238,2017-04-04,2024-04-04,Thursday,Tuesday,TRAIN,2017-04-03,2017-03-28,2017-03-21,2017-04-10,2017-04-17,2017-04-24,2017-05-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170408_0239,239,2017-04-08,2024-04-08,Monday,Saturday,TRAIN,2017-04-07,2017-04-01,2017-03-25,2017-04-14,2017-04-21,2017-04-28,2017-05-05,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170411_0240,240,2017-04-11,2024-04-11,Thursday,Tuesday,TRAIN,2017-04-10,2017-04-04,2017-03-28,2017-04-17,2017-04-24,2017-05-01,2017-05-08,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170415_0241,241,2017-04-15,2024-04-15,Monday,Saturday,TRAIN,2017-04-14,2017-04-08,2017-04-01,2017-04-21,2017-04-28,2017-05-05,2017-05-12,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170418_0242,242,2017-04-18,2024-04-18,Thursday,Tuesday,TRAIN,2017-04-17,2017-04-11,2017-04-04,2017-04-24,2017-05-01,2017-05-08,2017-05-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170422_0243,243,2017-04-22,2024-04-22,Monday,Saturday,TRAIN,2017-04-21,2017-04-15,2017-04-08,2017-04-28,2017-05-05,2017-05-12,2017-05-19,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170425_0244,244,2017-04-25,2024-04-25,Thursday,Tuesday,TRAIN,2017-04-24,2017-04-18,2017-04-11,2017-05-01,2017-05-08,2017-05-15,2017-05-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170429_0245,245,2017-04-29,2024-04-29,Monday,Saturday,TRAIN,2017-04-28,2017-04-22,2017-04-15,2017-05-05,2017-05-12,2017-05-19,2017-05-26,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170502_0246,246,2017-05-02,2024-05-02,Thursday,Tuesday,TRAIN,2017-05-01,2017-04-25,2017-04-18,2017-05-08,2017-05-15,2017-05-22,2017-05-29,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170506_0247,247,2017-05-06,2024-05-06,Monday,Saturday,TRAIN,2017-05-05,2017-04-29,2017-04-22,2017-05-12,2017-05-19,2017-05-26,2017-06-02,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170509_0248,248,2017-05-09,2024-05-09,Thursday,Tuesday,TRAIN,2017-05-08,2017-05-02,2017-04-25,2017-05-15,2017-05-22,2017-05-29,2017-06-05,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170513_0249,249,2017-05-13,2024-05-13,Monday,Saturday,TRAIN,2017-05-12,2017-05-06,2017-04-29,2017-05-19,2017-05-26,2017-06-02,2017-06-09,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170516_0250,250,2017-05-16,2024-05-16,Thursday,Tuesday,TRAIN,2017-05-15,2017-05-09,2017-05-02,2017-05-22,2017-05-29,2017-06-05,2017-06-12,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170520_0251,251,2017-05-20,2024-05-20,Monday,Saturday,TRAIN,2017-05-19,2017-05-13,2017-05-06,2017-05-26,2017-06-02,2017-06-09,2017-06-16,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170523_0252,252,2017-05-23,2024-05-23,Thursday,Tuesday,TRAIN,2017-05-22,2017-05-16,2017-05-09,2017-05-29,2017-06-05,2017-06-12,2017-06-19,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170527_0253,253,2017-05-27,2024-05-27,Monday,Saturday,TRAIN,2017-05-26,2017-05-20,2017-05-13,2017-06-02,2017-06-09,2017-06-16,2017-06-23,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170530_0254,254,2017-05-30,2024-05-30,Thursday,Tuesday,TRAIN,2017-05-29,2017-05-23,2017-05-16,2017-06-05,2017-06-12,2017-06-19,2017-06-26,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170603_0255,255,2017-06-03,2024-06-03,Monday,Saturday,TRAIN,2017-06-02,2017-05-27,2017-05-20,2017-06-09,2017-06-16,2017-06-23,2017-06-30,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170606_0256,256,2017-06-06,2024-06-06,Thursday,Tuesday,TRAIN,2017-06-05,2017-05-30,2017-05-23,2017-06-12,2017-06-19,2017-06-26,2017-07-03,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170610_0257,257,2017-06-10,2024-06-10,Monday,Saturday,TRAIN,2017-06-09,2017-06-03,2017-05-27,2017-06-16,2017-06-23,2017-06-30,2017-07-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170613_0258,258,2017-06-13,2024-06-13,Thursday,Tuesday,TRAIN,2017-06-12,2017-06-06,2017-05-30,2017-06-19,2017-06-26,2017-07-03,2017-07-10,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170617_0259,259,2017-06-17,2024-06-17,Monday,Saturday,TRAIN,2017-06-16,2017-06-10,2017-06-03,2017-06-23,2017-06-30,2017-07-07,2017-07-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170620_0260,260,2017-06-20,2024-06-20,Thursday,Tuesday,TRAIN,2017-06-19,2017-06-13,2017-06-06,2017-06-26,2017-07-03,2017-07-10,2017-07-17,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170624_0261,261,2017-06-24,2024-06-24,Monday,Saturday,TRAIN,2017-06-23,2017-06-17,2017-06-10,2017-06-30,2017-07-07,2017-07-14,2017-07-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170627_0262,262,2017-06-27,2024-06-27,Thursday,Tuesday,TRAIN,2017-06-26,2017-06-20,2017-06-13,2017-07-03,2017-07-10,2017-07-17,2017-07-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170701_0263,263,2017-07-01,2024-07-01,Monday,Saturday,TRAIN,2017-06-30,2017-06-24,2017-06-17,2017-07-07,2017-07-14,2017-07-21,2017-07-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170704_0264,264,2017-07-04,2024-07-04,Thursday,Tuesday,TRAIN,2017-07-03,2017-06-27,2017-06-20,2017-07-10,2017-07-17,2017-07-24,2017-07-31,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170708_0265,265,2017-07-08,2024-07-08,Monday,Saturday,TRAIN,2017-07-07,2017-07-01,2017-06-24,2017-07-14,2017-07-21,2017-07-28,2017-08-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170711_0266,266,2017-07-11,2024-07-11,Thursday,Tuesday,TRAIN,2017-07-10,2017-07-04,2017-06-27,2017-07-17,2017-07-24,2017-07-31,2017-08-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170715_0267,267,2017-07-15,2024-07-15,Monday,Saturday,TRAIN,2017-07-14,2017-07-08,2017-07-01,2017-07-21,2017-07-28,2017-08-04,2017-08-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170718_0268,268,2017-07-18,2024-07-18,Thursday,Tuesday,TRAIN,2017-07-17,2017-07-11,2017-07-04,2017-07-24,2017-07-31,2017-08-07,2017-08-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170722_0269,269,2017-07-22,2024-07-22,Monday,Saturday,TRAIN,2017-07-21,2017-07-15,2017-07-08,2017-07-28,2017-08-04,2017-08-11,2017-08-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170725_0270,270,2017-07-25,2024-07-25,Thursday,Tuesday,TRAIN,2017-07-24,2017-07-18,2017-07-11,2017-07-31,2017-08-07,2017-08-14,2017-08-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170729_0271,271,2017-07-29,2024-07-29,Monday,Saturday,TRAIN,2017-07-28,2017-07-22,2017-07-15,2017-08-04,2017-08-11,2017-08-18,2017-08-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170801_0272,272,2017-08-01,2024-08-01,Thursday,Tuesday,TRAIN,2017-07-31,2017-07-25,2017-07-18,2017-08-07,2017-08-14,2017-08-21,2017-08-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170805_0273,273,2017-08-05,2024-08-05,Monday,Saturday,TRAIN,2017-08-04,2017-07-29,2017-07-22,2017-08-11,2017-08-18,2017-08-25,2017-09-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170808_0274,274,2017-08-08,2024-08-08,Thursday,Tuesday,TRAIN,2017-08-07,2017-08-01,2017-07-25,2017-08-14,2017-08-21,2017-08-28,2017-09-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170812_0275,275,2017-08-12,2024-08-12,Monday,Saturday,TRAIN,2017-08-11,2017-08-05,2017-07-29,2017-08-18,2017-08-25,2017-09-01,2017-09-08,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170815_0276,276,2017-08-15,2024-08-15,Thursday,Tuesday,TRAIN,2017-08-14,2017-08-08,2017-08-01,2017-08-21,2017-08-28,2017-09-04,2017-09-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170819_0277,277,2017-08-19,2024-08-19,Monday,Saturday,TRAIN,2017-08-18,2017-08-12,2017-08-05,2017-08-25,2017-09-01,2017-09-08,2017-09-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170822_0278,278,2017-08-22,2024-08-22,Thursday,Tuesday,TRAIN,2017-08-21,2017-08-15,2017-08-08,2017-08-28,2017-09-04,2017-09-11,2017-09-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170826_0279,279,2017-08-26,2024-08-26,Monday,Saturday,TRAIN,2017-08-25,2017-08-19,2017-08-12,2017-09-01,2017-09-08,2017-09-15,2017-09-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170829_0280,280,2017-08-29,2024-08-29,Thursday,Tuesday,TRAIN,2017-08-28,2017-08-22,2017-08-15,2017-09-04,2017-09-11,2017-09-18,2017-09-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170902_0281,281,2017-09-02,2024-09-02,Monday,Saturday,TRAIN,2017-09-01,2017-08-26,2017-08-19,2017-09-08,2017-09-15,2017-09-22,2017-09-29,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170905_0282,282,2017-09-05,2024-09-05,Thursday,Tuesday,TRAIN,2017-09-04,2017-08-29,2017-08-22,2017-09-11,2017-09-18,2017-09-25,2017-10-02,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170909_0283,283,2017-09-09,2024-09-09,Monday,Saturday,TRAIN,2017-09-08,2017-09-02,2017-08-26,2017-09-15,2017-09-22,2017-09-29,2017-10-06,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170912_0284,284,2017-09-12,2024-09-12,Thursday,Tuesday,TRAIN,2017-09-11,2017-09-05,2017-08-29,2017-09-18,2017-09-25,2017-10-02,2017-10-09,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170916_0285,285,2017-09-16,2024-09-16,Monday,Saturday,TRAIN,2017-09-15,2017-09-09,2017-09-02,2017-09-22,2017-09-29,2017-10-06,2017-10-13,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170919_0286,286,2017-09-19,2024-09-19,Thursday,Tuesday,TRAIN,2017-09-18,2017-09-12,2017-09-05,2017-09-25,2017-10-02,2017-10-09,2017-10-16,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170923_0287,287,2017-09-23,2024-09-23,Monday,Saturday,TRAIN,2017-09-22,2017-09-16,2017-09-09,2017-09-29,2017-10-06,2017-10-13,2017-10-20,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170926_0288,288,2017-09-26,2024-09-26,Thursday,Tuesday,TRAIN,2017-09-25,2017-09-19,2017-09-12,2017-10-02,2017-10-09,2017-10-16,2017-10-23,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20170930_0289,289,2017-09-30,2024-09-30,Monday,Saturday,TRAIN,2017-09-29,2017-09-23,2017-09-16,2017-10-06,2017-10-13,2017-10-20,2017-10-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171003_0290,290,2017-10-03,2024-10-03,Thursday,Tuesday,TRAIN,2017-10-02,2017-09-26,2017-09-19,2017-10-09,2017-10-16,2017-10-23,2017-10-30,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171007_0291,291,2017-10-07,2024-10-07,Monday,Saturday,TRAIN,2017-10-06,2017-09-30,2017-09-23,2017-10-13,2017-10-20,2017-10-27,2017-11-03,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171010_0292,292,2017-10-10,2024-10-10,Thursday,Tuesday,TRAIN,2017-10-09,2017-10-03,2017-09-26,2017-10-16,2017-10-23,2017-10-30,2017-11-06,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171014_0293,293,2017-10-14,2024-10-14,Monday,Saturday,TRAIN,2017-10-13,2017-10-07,2017-09-30,2017-10-20,2017-10-27,2017-11-03,2017-11-10,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171017_0294,294,2017-10-17,2024-10-17,Thursday,Tuesday,TRAIN,2017-10-16,2017-10-10,2017-10-03,2017-10-23,2017-10-30,2017-11-06,2017-11-13,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171021_0295,295,2017-10-21,2024-10-21,Monday,Saturday,TRAIN,2017-10-20,2017-10-14,2017-10-07,2017-10-27,2017-11-03,2017-11-10,2017-11-17,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171024_0296,296,2017-10-24,2024-10-24,Thursday,Tuesday,TRAIN,2017-10-23,2017-10-17,2017-10-10,2017-10-30,2017-11-06,2017-11-13,2017-11-20,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171028_0297,297,2017-10-28,2024-10-28,Monday,Saturday,TRAIN,2017-10-27,2017-10-21,2017-10-14,2017-11-03,2017-11-10,2017-11-17,2017-11-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171031_0298,298,2017-10-31,2024-10-31,Thursday,Tuesday,TRAIN,2017-10-30,2017-10-24,2017-10-17,2017-11-06,2017-11-13,2017-11-20,2017-11-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171104_0299,299,2017-11-04,2024-11-04,Monday,Saturday,TRAIN,2017-11-03,2017-10-28,2017-10-21,2017-11-10,2017-11-17,2017-11-24,2017-12-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20171107_0300,300,2017-11-07,2024-11-07,Thursday,Tuesday,TRAIN,2017-11-06,2017-10-31,2017-10-24,2017-11-13,2017-11-20,2017-11-27,2017-12-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
